"pca_id","pca_description","product_family","business_unit","technology_group"
"73-16251-03","PCA,MBRD,240G Line Card Main Board, SCAPA, CORBU","","",""
"73-15850-03","PCA,DBRD,M9, FC, SCAPA","","",""
"73-16551-03","PCA,DBRD,24 x SFP+,  CORBU","","",""
"73-100122-01","PCA,Tiger cable extension PCB","CTSINT","CVEBU","CVTG"
"73-100166-02","PCA, FPC CABLE FALCON CONNECTOR BOARD","CTSPS","CVEBU","CVTG"
"73-100088-01","PCA,Button LED Board","CTSMPS","CVEBU","CVTG"
"73-100192-01","PCA, Sangam Sensor FPC","CTSMPS","CVEBU","CVTG"
"73-100092-01","PCA,Connector Board","CTSPS","CVEBU","CVTG"
"73-16766-02","PCA,MBRD,TOR,GEM, PERONI","UCSB","SAVBU","SAVTG"
"73-100927-01","PCA, MBRD, N77, PESCARA-40-CB-OC, TAURUS, 24PT, 40G, DCE","","",""
"73-100902-01","PCA, MBRD, N77, PESCARA-40-CB-NC, TAURUS, 24PT, 40G, DCE","","",""
"73-13090-06","PCA,MBRD,VIKING,FABRIC,MEGATRON,PB-FREE","ASR9000","ERBU","CTG"
"73-16594-02","PCA,DBRD,,Nano,V.35 expansion module","400REVN","SRGBU","ENGTG"
"73-15415-03","PCA,MBRD,ASR5500 Data Processing Card (DPC)","ASR5500","MIBU","MITG"
"73-1641-02E2","PCA,SUB,ASP,96MB,L2080","","",""
"73-3222-0152","PCA,SUB,`CISCO 90i SUB BOARD","","",""
"73-8793-02","PCA,IEEE INLINE POWER TESTCARD,TAQUILA48 DB,CONST+","","",""
"73-9176-04","PCA,MRC-12,I-TEMP,15454","15454E","CORBU","CTG"
"73-9972-01","PCA,DBRD,OPT1,**PLCM POC TEST**","","",""
"73-13998-01","PCA,MBRD,Steelers,IAD881B-K9,Wireless,Pb-Free","","",""
"73-14401-01","PCA,DBRD,NGXP,Lhotse,pots,1RU, DC-24V PWR Card","","",""
"73-14304-01","PCA,OTHER,SUB,MOD,SP,64D/32F(HI),HFR,Pb-Free","","",""
"73-7572-01","PCA,LC-4OC12-IR-SFF/CHL,LYNX,GSR","","",""
"73-10128-01","PCA,MBRD,Tsunami, TV fab_lc_5, GSR","","",""
"73-8065-03","PCA,TELECASTER,VIDEO PROCESSOR DAUGHTER BOARD","","",""
"73-9125-01","PCA,DBRD,MC520T,SABOT 2.0,CR-SCHOONER","UBR10K","CABU","SPVTG"
"73-8095-0154","PCA,SMF-8-155-SFP","MGX","SMBU","MITG"
"73-3401-02","PCA,SUB,8PORT IMA PAM,BNC-E1,ODIN","","",""
"73-3387-01","PCADWG,CISCO 676","","",""
"73-3896-02","PCA,T1 I/O,16 PORTS,HARP","","",""
"73-3895-01","PCA,SIGMA,CPIC","","",""
"73-3892-02","PCA,RCC,HARP","","",""
"73-3883-03","PCA,SUB,OC48 OPTICS MODULE SR","","",""
"73-3865-02","PCA,SUB,WAFFLE,SRAMPROBECARD","","",""
"73-3492-01","PCA, SIECOR INTEGRATED MDF POTS SPLITTER","","",""
"73-3457-02","PCA,SUB,STINGER,CR","","",""
"73-3450-01","PCA,SUB,7556 ARBITER","","",""
"73-3431-01","PCA,EMULATOR BOARD,ICEBOX","","",""
"73-3418-0152","Olive Oyl Backplane","","",""
"73-3418-0151","Olive Oyl Backplane","","",""
"73-3415-01","PCASUB,676","","",""
"73-3417-0151","Olive Oyl Utility Bus","","",""
"73-3496-01","PCA, S/R 100P/200P, ATU-R (SEE -05)","","",""
"73-3524-01","PCA, LOOPRUNNER POTS BACKPLANE (SEE -03)","","",""
"73-3528-01","PCA, LOOPRUNNER MUX BACKPLANE (SEE -03)","","",""
"73-3544-01","PCA, FIRERUNNER (DISCONTINUED: SEE -03)","","",""
"73-3532-01","PCA, LIM TEST BOARD","","",""
"73-3536-01","PCA, LIM CONTROLLER BRICK POWER(SEE -05)","","",""
"73-3540-01","PCA, LIM BACKPLANE (SEE -04)","","",""
"73-3548-01","PCA, DUAL DS3 SUBTENDING MODULE","","",""
"73-3556-01","PCA, DS3 MUX I/O DAUGHTERBOARD","","",""
"73-3566-01","PCA, ATU-R,ATM,DMT, DESKTOP GEN 1","","",""
"73-3570-01","PCA, ATU-C,ATM,DMT DESKTOP GEN 1","","",""
"73-3572-01","PCA,TEST VEM RACK POWER","","",""
"73-3584-01","PCA,LIM CONTROLLER,BRICK POWER SUPPLY","","",""
"73-3596-01","PCA,ATU-C,101P,DESKTOP GEN 1","","",""
"73-3600-01","PCA, TEST SWITCH, RS232","","",""
"73-3602-02","PCA, SYSTEM I/O MODULE","","",""
"73-3608-01","PCA FIRERUNNER","","",""
"73-3604-01","PCA, SYSTEM CONTROLLER","","",""
"73-3636-01","PCA,CONN., DGHTBRD FOR 3900-019-01 MOTHER","","",""
"73-3632-01","PCA,LIM CNTRLR AND LIM PWR MODULES TEST BRD","","",""
"73-100863-02","PCA,MBRD,SMIRNOFF-CR,STOLI 12xGE,UPLINKS 2x1G/2SFP  ","","",""
"73-100867-02","PCA,MBRD,Porter,Sierra24COOL-CR","","",""
"73-100860-02","PCA,MBRD,SMIRNOFF-CR.STOLI12PXxGE,POE+,UPLINKS 2x1G/2SFP+  ","","",""
"73-9800-01","MRC-12,10Gb/s,15454","","",""
"73-9759-01","PCA,DBRD,COLIMA, FLOATING POWER DB","","",""
"73-9924-01","PCA,MBRD,GALAXY4,SUPVR,OBIWAN","","",""
"73-9840-01","PCA,8XFE-TX,HHSPA,BUTTERFLY","SPA","SSEBU","CTG"
"73-9717-01","PCA,Other, Cheronia Test Card-Pulsar","","",""
"73-7567-01","PCA,Constellation2,Selene,32 ports copper DB","","",""
"73-7568-01","PCA,CONST2,KIRAN, 32 SFP PORTS LC","","",""
"73-7570-01","PCA,Constellation2,Ulysses,2ports 10Gig  DB","","",""
"73-7571-01","PCA,Constellation2,Bacchus,2 port 10Gig DB","C6000","EBBU","ENGTG"
"73-7735-07","PCA, XC-10G ,15454/E","","",""
"73-8164-01","PCA,OC192_VSR,Module,Muxponder","","",""
"73-7989-03","PCA,MAGELLAN,RADIO,100mW,MINI PCI","","",""
"73-8265-01","PCA, 15350 FAN TRAY","","",""
"73-5262-02","PCA,AIP,15454","","",""
"73-5390-04","PCA, VPN5001","","",""
"73-5683-06","PCA,SUB,C6K,OSM-8CHOC12/T3-SI(CERBERUS)","","",""
"73-6034-06","PCA,C6K,OSM-4CHOC12/T3-SI(CERBERUS)","","",""
"73-6896-07","PCA SUB, AXSM-4-2488-XG","","",""
"73-7564-01","PCA,  TEST BOM LOAD P/N","","",""
"73-7569-01","PCA,CONST2,KIRAN_DB, 32 SFP PORTS DB","","",""
"73-7566-01","PCA,Constellation2,Nike,EARL7 +CPU complex DB","","",""
"73-2798-0153","PCA,SUB,DC-622-1-64","","",""
"73-2797-0153","PCA,SUB,DC-622-2-16","","",""
"73-4533-05","PCA,SUB,Network 8xT1 I/O","","",""
"73-2942-0152","PCA,SUB,UAI-8E1-DB15-C","","",""
"73-4952-02","PCA,15454,TCC2","","",""
"73-4852-02","PCA,GALAXY2,MACHUPICHU, PC","C4000","UABU","ENGTG"
"73-5720-04","PCA,C6K,OSM-2CHOC48/T3-SS(CYCLOPS)","7600","ERBU","CTG"
"73-5229-03","PCA,SUB,CAM2_DC","","",""
"73-2543-02E1","PCA,SUB,PA-POTENT,E1","7000CMN","SRGBU","ENGTG"
"73-2543-02","PCA,SUB,PA-POTENT,E1","7000CMN","SRGBU","ENGTG"
"73-2712-02","PCA,SUB,UFI-12X.21","","",""
"73-2711-02","PCA,SUB,UFI-12V.35","","",""
"73-2792-02","PCA,SUB,BRAVEHEART,FXS MODULE","OLDRIBU","SRGBU","ENGTG"
"73-2790-02","PCA,SUB,BRAVEHEART,AVM","","",""
"73-4037-01","Dummy","","",""
"73-2795-0153","PCA,SUB,DC-622-2-64","","",""
"73-1549-01","PCA,RJ48 CABLE CAP BOARD","","",""
"73-1577-04E1","PCA,SUB,VIP,PA-M4T","VPN4000","STBU","STG"
"73-14748-01","PCA,MBRD,UEA, 32P T1/E1 Interface Module","ASR903","PABU","CTG"
"73-2677-03","PCA,SUB,MILAN TSTR LC,TSTR_LC","","",""
"73-2522-01E1","PCA,SUB,HMM(v)-1.5,AS5300","WANLAN","SRGBU","ENGTG"
"73-2379-02E1","PCA,SUB,LINE CARD 1x1,CR","","",""
"73-2418-01E1","PCB,SUB,ROSSINI,VC","","",""
"73-14747-01","PCA,OTHER,MEAD,MODULE","","",""
"73-16231-01","PCA,MBRD,Lafayette, OMAP (DC)","CTSDX","CVEBU","CVTG"
"73-15677-01","PCA,MBRD,high-power audio amplifier","CTSIMS","CVEBU","CVTG"
"73-14022-01","PCA,DBRD,CAT4K,FANTRAY,PREDATOR,F-R","","",""
"73-13874-01","PCA,DBRD,N7K,BREMGARTEN_XL,D/C,PB_FREE","","",""
"73-12328-01","PCA,MBRD,MT HOOD,SPRINGFIELD-40","UCSB","SAVBU","SAVTG"
"73-8452-05","PCA,Leto Baseboard","7600","ERBU","CTG"
"73-6721-02","PCA, STORM, 4HUB1SHDSL, DATA, 828","","",""
"73-17868-01","PCA,MBRD,Tachi-H,CSX-H","","",""
"73-8374-01","PCA, FMEC-Orderwire, 15350","","",""
"73-4008154-01","PCA,42/54 1GHz DIPLEX FILTER SAVI PWB","ON38","CABU","SPVTG"
"73-4066076-01","PCA,REV EQ 55 MHz 8 dB","RF38","CABU","SPVTG"
"73-4012887-01","PCA,GS7000 OIB,4RCVR/2XMTR","ON38","CABU","SPVTG"
"73-4004640-01","PCA,PRME,4RF,50Mbps,PCB","REC","ESBU","SPVTG"
"73-4012791-01","PCA,COMPACT EGC AMPL A93250.10X40","RF38","CABU","SPVTG"
"73-4354-02","PCA,CONSTELLATION,VTT MODULE","C6000","EBBU","ENGTG"
"73-5719-02","PCA,15327 OC3-IR4","15327","CORBU","CTG"
"73-9783-06","PCA,SUB,SFC24_DP/BITS,12406","GSR","ERBU","CTG"
"73-9780-07","PCA,SUB,CSC40_DP/BITS,12410","GSR","ERBU","CTG"
"73-9722-07","PCA,SUB,ENHANCED SFC64,10G,GSR12416","GSR","ERBU","CTG"
"73-14105-01","PCA,DBRD,MAKALU_CR","","",""
"73-13525-01","PCA,MBRD,PF,PLIM 14X10GBE OTU2,TAIKO2,CRS","","",""
"73-1802-01E1","PCA,SUB,VIP,PA-100VG","","",""
"73-3723-01","PCA,SUB, n+48 GE/FE, Hammerhead","","",""
"73-3721-01","PCA,SUB,CONSTELLATION+ WIZARD TESTER","","",""
"73-3718-01","PCA,SUB,CONSTELLATION+,FABRIC/BKPLN TESTER","","",""
"73-3731-01","PCA,SUB,SRM-OC3","","",""
"73-3733-01","PCA,SUB,PA-POS-OC12-MM","","",""
"73-3727-01","PCA, SUB, 12-Port, GE, K1+","","",""
"73-3723-02","PCA,SUB, n+48 GE/FE, Hammerhead","","",""
"73-3773-0151","PCA,SUB,XM-60","","",""
"73-3814-01","PCA,SUB,SYN,GREENLAND,10/100,48PT,RJ45","","",""
"73-3821-01","PCA, SUB, HAUSM_IMA_DC","","",""
"73-3836-01","PCA,SUB,NPE-B,PETS","","",""
"73-3822-0152","PCA,SUB,HAUSM_8T1_DC","","",""
"73-3825-01","PCA,SUB,HAUSM_8E1_BC","","",""
"73-3828-02","PCA, DSLEP Router","","",""
"73-3843-01","PCB,SUB,T-BONE","","",""
"73-3732-01","PCA,SUB,SRM-2-OC12","","",""
"73-3736-01","PCA,SUB,24MT-RJ, AQUARIAS","","",""
"73-3745-04","PCA,SUB,OC-48C,WILDCAT","8540","CORBU","CTG"
"73-3759-01","PCA,SUB,DS5800 DSC2","","",""
"73-3766-0152","PCA,SUB,BRAVEHEART,VDM","","",""
"73-3767-01","PCS,SUB,FAN PWR INTERFACE BOARD","MGX","SMBU","MITG"
"73-3770-01","PCA,CABRIOLET,ADSL-DMT,ALCATEL,DC","OLDRIBU","SRGBU","ENGTG"
"73-3770-02","PCA,CABRIOLET,ADSL-DMT,ALCATEL,DC","OLDRIBU","SRGBU","ENGTG"
"73-3854-01","PCA,8P L3 GE,2900","","",""
"73-3850-01","PCA, SUB, Speedy","","",""
"73-3855-01","PCA,SUB,NPE-300,21554MIDPLANE","","",""
"73-18260-01","PCA,MBRD,Warrior, RSP4D-800-907-TV","","",""
"73-10170-01","PCA,MBRDBRAHMAPUTRA TESTCARD ,48PT,10/100/1000,RJ45","","",""
"73-2897-01","PCA,SUB,MANTA SDSL","","",""
"73-12633-01","PCA, SHEYOJEEII, WUKONG24 PWR","C3750","UABU","ENGTG"
"73-15956-02","PCA,MBRD,PDC,1/8 Brick,1.5V, DPC2","ASR5500","MIBU","MITG"
"73-16119-02","PCA,MBRD,PDC,1/8 Brick 2.5V, DPC2","ASR5500","MIBU","MITG"
"73-9179-02","PCA, 15454-HD UEIA2 CARD, SIDE A","15454","CORBU","CTG"
"73-9603-01","PCA,DBRD , TXP 10G FEC , SELLA , 15454","","",""
"73-9510-01","PCA,CONST+,TAQUILA48CR,10/100/1000,RJ45","C6000","EBBU","ENGTG"
"73-9509-01","PCA,DBRD,K5,CASTOR,TESTCARD","","",""
"73-9665-0151","PCA,1 to N APS 4OC3 BACK CARD","","",""
"73-15364-01","PCA,DBRD,4X FAN INTERFACE,N3K,QI2/QZ2","N3000","INSBU","INSTG"
"73-13483-01","PCA,MBRD,IO card test board","","",""
"73-10588-01","PCA,OTHER,DC3, SPINE 18 SLOTS LOOPBACK TEST BOARD","","",""
"73-14908-01","PCA,OTHER,San Quentin Test Card","","",""
"73-10589-01","PCA,OTHER,DC3, ORTHAGONAL 18 SLOTS SPINE TEST BOARD","","",""
"73-16611-02","PCA,MBRD,ARBELOSCS-24, PB-FREE","","",""
"73-13131-03","PCA,OTHER,CHESTNUT,ELIOT NESS,DUAL/SINGLE RADIO MODULE, -20 to 55c","AIR3000","WNBU","ENGTG"
"73-13259-01","PCA,OTHER,SUB,FAN-CNTL-L,LCR,TAIKO-VE,HFR","","",""
"73-4764-08","PCA,SUB,PA-MC-STM-1SMI (Halcyon)","7000CMN","SRGBU","ENGTG"
"73-7949-04","PCA,NOVA,RADIO,MINI PCI TYPE IIIB","","",""
"73-14874-02","PCA,MBRD,HOME BASE","","",""
"73-16517-01","PCA,MBRD,TOR, DBRD, BOBSLED","N9300","INSBU","INSTG"
"73-12386-02","PCA,OTHER,Double Wide Extender Card","","",""
"73-9479-01","PCA,MBRD,MIC-28-3-1-T, 15327","","",""
"73-17510-02","PCA, QUEENS PARK, BP, LATIMER","","",""
"73-13364-02","PCA,DBRD,POINT REYES,KVM PASS-THROUGH FOR SERVER BLADE","","",""
"73-17974-01","PCA, POWDERED SUGAR, SMART ADAPTOR BOARD","","",""
"73-13847-01","PCA,MDPLN,PF,N7K,DIJON_18,ICT,LPBK,MPC","","",""
"73-13949-01","PCA,MBRD,Pb-Free,CAT4K,GOLDSTAR,4P 10GB BASE T PORT CARD,FLASH,STKBLE","C4900M","EBBU","ENGTG"
"73-220330-00","PCA,ASY,PCB NTM-2","","",""
"73-215910-02","PCA,SUB,BNI3XX HSSI","","",""
"73-15667-07","PCA,MBRD,6 SFP ports, Woodlawn SM","","",""
"73-15696-08","PCA,MBRD,10 G SFP+ Port /4 SFP ports, Woodlawn SM","","",""
"73-7099-03","PCA,WILMA, 27V POWER","","",""
"73-5975-01","PCA,SOA LASER BOARD ASSEMBLATA","","",""
"73-14050-04","PCA,DBRD,LOKI,PD MODULE","","",""
"73-2379-03E8","PCA,SUB,LINE CARD 1x1,CR","","",""
"73-2426-02E3","PCA,SUB,1000MB,ETH,GBIC,GEZA,DEBUG","","",""
"73-2354-02E1","PCA,SUB,BCC-4","","",""
"73-2379-02E2","PCA,SUB,LINE CARD 1x1,CR","","",""
"73-2380-01E1","PCA,SUB,SUBSCRIBER UNIT,CR","UBR7200","CABU","SPVTG"
"73-8322-02","PCA,OSCM,15454","15454W","CORBU","CTG"
"73-8316-01","PCA, ONS 15600, CXC Test Card Velio","","",""
"73-8206-02","PCA,PSM Module Board","15530","CORBU","CTG"
"73-8199-01","PCA,LC-Bluenose Power Daughter,GSR","","",""
"73-8751-01","PCA,MGX-8830-APS-CON-B","","",""
"73-8948-01","PCA,OTHER,PRE3,RP","ESR","ERBU","CTG"
"73-8475-04","PCA,  PAN8, DOUBLE WIDE 8 + 1 PORT HWIC","WANLAN","SRGBU","ENGTG"
"73-8428-02","PCA,OSC_CSM,15454","15454W","CORBU","CTG"
"73-9176-02","PCA,MRC-12,I-TEMP,15454","15454E","CORBU","CTG"
"73-8863-07","PCA, STILETTO","OS","UABU","ENGTG"
"73-2537-01","PCA,SUB,MARS,NM,SW-E,DGHTR,JUANITA","","",""
"73-2567-01E5","PCA,SUB,1000MB,SWITCH,BLDRNR,P1","","",""
"73-2536-01","PCA,SUB,MARS,PM,SW-E,BASE,JUANITA","","",""
"73-7496-02","PCA,15454E STMNP-FMEC","","",""
"73-7498-02","PCA,15454E STM13-FMEC","","",""
"73-7372-0152","PCA,FRSM-12-T3E3-DC","","",""
"73-7390-03","PCA, SUB, ONS15600, XC","","",""
"73-7609-01","PCA, Calhoun, 24TX+2FX (SMF)","","",""
"73-7632-01","PCA, Volant PCI Test Adapter Board","","",""
"73-7555-01","PCA,","","",""
"73-7675-01","PCA, TRANSPONDER LBR, HAMPTONS","","",""
"73-7678-01","PCA,","","",""
"73-7697-01","PCA,CANNON BALL-BNC,CR-SCHOONER","","",""
"73-7674-01","PCA,OC768 OPTICS TEST CARD,HFR","","",""
"73-7676-01","PCA, TRANSPONDER LBR W/O SPLITTER, HAMPTONS","15530","CORBU","CTG"
"73-8315-01","PCA,VELIO_TEST_CARD","","",""
"73-7947-01","PCA,SI-TEST01,TRANSMISSION LINE,HSS","","",""
"73-7750-01","PCA, ONS15600, MFG LOOPBACK TEST CARD","","",""
"73-7752-01","PCA, SWAN ISLAND TYPE II, HAMPTONS","","",""
"73-4700-02","PCA,CSM MODULE","","",""
"73-4689-02","PCA,SUB,GINSU,SAR _ONLY","WANLAN","SRGBU","ENGTG"
"73-6036-01","PCA,SUB,C6K,OSM-4CHOC12/T3-MM(CERBERUS)","","",""
"73-4911-02","PCA, SUB, WR15900, ENET COMMAND BLADE","","",""
"73-5530-0153","PCA,AXSM-H","","",""
"73-4912-02","PCA, SUB, WR15900, ENET MEMBER BLADE","","",""
"73-6036-04","PCA,C6K,OSM-4CHOC12/T3-MM","","",""
"73-5757-02","PCA,TRANSPONDER DB-1,MANHATTAN","","",""
"73-6801-02","PCA,LCB68K_LASER_HOLDER","","",""
"73-6760-02","PCA,PCA_LCB-15808_W","","",""
"73-7230-04","PCA, SUB, ONS15600, CXC, BACKPLANE","15600","CORBU","CTG"
"73-6897-01","PCA SUB, ODC","","",""
"73-7290-03","PCA, OC192DC, MANHATTAN, 15540","","",""
"73-7306-01","PCA,SUB,FAB,LCIC,FBR,HFR","","",""
"73-7305-01","PCA,SUB,S123T,LCR,HFR","CRS","CORBU","CTG"
"73-7304-01","PCA,SUB,S2-OPT,SFR,HFR","CRS","CORBU","CTG"
"73-2432-O1E2","PCA,SUB,PA-ATM-DELUXE-DS3","","",""
"73-2516-02E1","PCA,SUB,EVM V1.5","","",""
"73-2518-01E1","PCA,SUB,VOLCANO,2E1W,ETNA","","",""
"73-3059-02","PCA, SUB, UAI-4T1-DB15","","",""
"73-3206-03","PCA,SYN,10BT,48P,RJ45","","",""
"73-3060-02","PCA, SUB, UAI-4E1-DB15","","",""
"73-3061-02","PCA, SUB, UAI-4E1-BNC","ERBUOLD","PABU","CTG"
"73-3181-01E5","PCA,SUB,RIVEN TEST BOARD","","",""
"73-3298-01","PCA,SUB,HMM-EPM","","",""
"73-3299-01","PCA,SUB,HMM-EYE","","",""
"73-3343-05","PCA,32P-10/100,2GB,CARINA","","",""
"73-4169-04","PCA,MEZZANINE II MBUS/TDM MODULE","5400","SRGBU","ENGTG"
"73-3926-03","ASY,SUB,PA-POTENT-2PORT,E1","7000CMN","SRGBU","ENGTG"
"73-3927-03","PCA,SUB,PA-POTENT,4T1","7000CMN","SRGBU","ENGTG"
"73-4485-03","PCA,CONST,GAQUILA_DB,16P,GIG","C6000","EBBU","ENGTG"
"73-4655-06","PCA,SUB,CWAN BASE 1TMCx64M/2M,CPLUS","7600","ERBU","CTG"
"73-14749-01","PCA,BKPLN,DELL-FEX TEST BP","","",""
"73-14687-01","PCA,MBRD,JB,SUPER SFM,RHINEHEART","","",""
"73-1697-01","PCA,SUB,ASSY,CENTERBEAM","","",""
"73-2828-02","PCA,SUB PSI W/O AC INPUT","MGX","SMBU","MITG"
"73-2932-01","PCA,SUB,UAI-8E1-BNC-C","","",""
"73-2932-03","PCA,SUB,UAI-8-E1-BNC","","",""
"73-2988-02E1","PCA,SUB,DMM","","",""
"73-2543-08","PCA,SUB,PA-POTENT,4T1","7000CMN","SRGBU","ENGTG"
"73-2543-09","PCA,SUB,PA-POTENT-T1","7000CMN","SRGBU","ENGTG"
"73-2646-01E1","PCA,SUB,LC TEST VEHICLE,CR","","",""
"73-2692-01","PCA,SUB,UXM Jumper","","",""
"73-2998-01","PCA,SUB,SANTA BACKPLANE","ERBUOLD","PABU","CTG"
"73-3033-04","PCA,SUB,QOC3-IR,ATM, GSR","","",""
"73-12506-01","PCA,MBRD,VIKING,STORM RSP3","","",""
"73-11959-02","PCA,OTHER,Cacofonix OIM Test Module","","",""
"73-2941-03","PCA,SUB,UAI-8-T1-DB15","","",""
"73-2942-03","PCA,SUB,UAI-8-E1-DB15","","",""
"73-2993-01","PCA, ASY, AXIS BKPL","","",""
"73-2996-01","PCA,SUB,SANTA NSP_PROCESSOR","","",""
"73-10441-01","PCA,MBRD,PROMAX,RoHS Compliant","","",""
"73-12931-01","PCA,NIC,PCA,OTHERVIC3-2FXS/DID, Pb-Free","ICV","SRGBU","ENGTG"
"73-7943-03","PCA,Hercules-A,SMIC","3200","IOTBU","ENGTG"
"73-101002-01","PCBA, HighWay1, Bodega test vehicle","","",""
"73-14747-03","PCA,OTHER,MEAD,MODULE","","",""
"73-1537-06","PCA,PREDATOR I/O","7200","SRGBU","ENGTG"
"73-14610-02","PCA,DBRD,VIKING,FORGE APPLICATION PROCESSING MODULE,PB-FREE","ASR9000","ERBU","CTG"
"73-16133-02","PCA,MBRD,GLADIATOR-16 CS,PB-FREE","","",""
"73-100878-02","PCA, MRBD, Potenza40","","",""
"73-15274-02","PCA,BKPLN,STARSCREAM,VIKING","ASR9000","ERBU","CTG"
"73-100376-01","DCM MFP MK2, DUAL TOP, GETAFIX","DCM","ESBU","SPVTG"
"73-15843-03","PCA,DBRD,PCA,CDOCSIS,PSU,220Vac input","RMTPHY","CABU","SPVTG"
"73-101038-02","PCA,DBRD,PSU,Mystique, NCS1K","","",""
"73-101037-02","PCA,DBRD,FAN,Mystique, NCS1K","","",""
"73-204700-00","PCA,SUB,MUXBUS REL2 BKPLN","","",""
"73-11549-06","PCA,MBRD,GALAHAD KEYPAD, PB-FREE","","",""
"73-2354-02","PCA,SUB,BCC-4","","",""
"73-15247-01","PCA,DBRD,HARPER LAKE LIMO, CONFORMAL COAT, CENBU, PB-FREE","","",""
"73-10152-01","PCA,DBRD,PURPLE HAZE","","",""
"73-100780-01","PCA,ETC3,EMBEDDED TEST CONTROLLER,MTP","","",""
"73-100781-01","PCA,MBRD,ETC3,DESKTOP SUPPORT BOARD,MTP","","",""
"73-15019-07","PCA,MBRD,PCA,MBRD,PESCARA-40-N7K, 12PT, 40G, DCE","","",""
"73-16181-03","PCA,NIC,CALISTOGA,CRUZ_MLOM","UCSB","SAVBU","SAVTG"
"73-3182-01","PCA,SUB,FRX-IDSL CISCO90i","","",""
"73-2127-01","PCA,SUB,SYNERGY,POWER BOARD","","",""
"73-2574-01","^PCA,SUB,PLL CLK DRV,CHERRY","","",""
"73-14675-03","PCA,MBRD,PLIM-14X10GE,TAIKO,HFR,Pb-Free","CRS","CORBU","CTG"
"73-14674-03","PCA,MBRD,PLIM-20X10GE,TAIKO,HFR,Pb-Free","CRS","CORBU","CTG"
"73-14100-06","PCA,MBRD,PLIM,6-10GE-WLO-FLEX,TAIKO2,CRS","CRS","CORBU","CTG"
"73-7540-01","PCA,Sirius 1xOC-12 POS SMI","","",""
"73-7539-01","PCA,Sirius 1xOC-12 POS MM","","",""
"73-11603-02","PCA,MBRD,OC12/OC48 SPA, CHOPPER","SPA","SSEBU","CTG"
"73-16363-02","PCA,MBRD","APP","SRGBU","ENGTG"
"73-15783-01","PCA,OTHER,BLACK OPS,ARCHANGEL,AP1K-11AC FOR INTERNAL ANTENNA, 0C TO 40C","","",""
"73-16666-02","PCA,OTHER,SAS Mezz, Test Card, Colusa","","",""
"73-16369-01","PCA, PANDA, PVIC3-4FXS/DID","PANSRG","SRGBU","ENGTG"
"73-8574-01","PCA, La Jolla, IO Interface Test Card","","",""
"73-8629-01","PCA, SKANE 2CD LEVEL REL TV CARD, CONNECTORS TESTING, 15454","","",""
"73-8630-01","PCA, SKANE 2CD LEVEL CARD, CONNECTORS CONTINUITY TESTER, 15454","","",""
"73-8573-01","PCA,SENSOR BOARD.","","",""
"73-9131-03","PCA,MBRD, ITASCA, L4-7, CONST+","ACEMOD","ECBU","CTG"
"73-9349-01","PCA,SUB,QUACK_TEST_BOARD","","",""
"73-9019-02","PCA,DS3-E1-6,15310 MA","15310","CORBU","CTG"
"73-9037-03","PCA,AETHEREAL","","",""
"73-9404-04","PCA,DBRD,  VEGAS, PRINCESS iSCSI CARD","MDS9000","ECBU","CTG"
"73-8428-01","PCA,OSC_CSM,15454","15454W","CORBU","CTG"
"73-8327-02","PCA,VEGAS,CHEETAH,TEST CARD","","",""
"73-8298-01","PCA,VEGAS,OASIS iSCSI CARD","MDS9000","ECBU","CTG"
"73-8521-02","PCA,TELECASTER,TICR, DAUGHTERCARD","","",""
"73-8486-03","PCA, 32 channel, ECAN Module, Shamu Cards","ICV","SRGBU","ENGTG"
"73-8448-02","PCA,SUB,MGX-RJ45-5GE","","",""
"73-8429-01","PCA,SUB,PA-FC-1G","","",""
"73-100895-02","PCA,MBRD,Uluru8, 8 slot fabric module,Fretta,NCS5500","","",""
"73-17455-05","PCA,MBRD,Uluru8, 8 slot fabric module, Fretta,N9K","","",""
"73-100597-02","PCA,1.2GHz LPF/TRIM GS7K 65/86","","",""
"73-14828-01","PCA,DBRD,N7K,PWR_MEAS,MTP","","",""
"73-100727-02","PCA,DAUGHTER, TOR, INNSBRUCK MEZZ BOARD","","",""
"73-9163-01","PCA,VEGAS,EMERALD,FC LINE CARD","","",""
"73-8679-01","PCA, Gibson, 1T-BRI-U","","",""
"73-15763-01","PCA,MBRD,Minivan-8GT,VOLT","IE2000","IOTBU","ENGTG"
"73-17777-01","PCA,MBRD, N77, FANGIO-CB40, 48 port","","",""
"73-13648-01","PCA,OTHER,Black Briar LC SI Paddle Board","","",""
"73-8060-03","PCA,BFG Redundancy Gang Card","","",""
"73-15708-01","PCA,DBRD,CAMARO 1.0 SFP, V6 POWER,","IE2000","IOTBU","ENGTG"
"73-14348-02","PCA,BKPLN,,MIDPLANE,FC,PANINI","","",""
"73-16524-01","PCA,MBRD,NIM,F35 Lightning","","",""
"73-17924-01","PCA,MBRD,N3K,QUICKZINC-2_XL","","",""
"73-15628-01","PCA,MBRD,KINGFISHER,FULLERS-R24PWR-I","C2960XR","UABU","ENGTG"
"73-15630-01","PCA,MBRD,KINGFISHER,FULLERS-R24-I","C2960XR","UABU","ENGTG"
"73-13066-03","PCA,DBRD,HARPOON3,PILSNERCR","","",""
"73-15476-01","PCA,MBRD,Mr. Incredibles POE+ 24 port","","",""
"73-15477-01","PCA,MBRD,Mr. IncrediblesCR POE+ 48 port","","",""
