"BOKFØRINGSDATO";"RENTEDATO";"ARKIVREFERANSE";"TYPE";"TEKST";"UT FRA KONTO";"INN PÅ KONTO";
"2013-06-17";"2013-06-17";"17017270495";"Varekjøp";"15.06 TRANEN AS WALDEMAR THR OSLO";474.00;;
"2013-06-14";"2013-06-14";"17017784780";"Varekjøp";"14.06 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";89.00;;
"2013-06-14";"2013-06-14";"17017583382";"Varekjøp";"13.06 MENY CC VEST LILLEAKERVN  OSLO";349.00;;
"2013-06-13";"2013-06-13";"91521321";"Overføring";"OVERFØRING MELLOM EGNE KONTI";8711.00;;
"2013-06-13";"2013-06-13";"17017864024";"Varekjøp";"12.06 TELEKIOSKEN CC- LILLEAKERVN. OSLO";299.00;;
"2013-06-13";"2013-06-13";"17017681913";"Varekjøp";"12.06 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";129.00;;
"2013-06-13";"2013-06-13";"50968029152";"Giro";"Nettgiro fra: Hildegunn Mjelde Betalt: 12.06.13";;8711.00;
"2013-06-13";"2013-06-13";"17017417389";"Varekjøp";"13.06 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-06-12";"2013-06-12";"17017701578";"Varekjøp";"11.06 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";509.34;;
"2013-06-12";"2013-06-12";"17017697782";"Varekjøp";"12.06 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-06-11";"2013-06-11";"17017536985";"Varekjøp";"11.06 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-06-11";"2013-06-11";"50001685147";"Visa";"*9469 06.06 NOK 29.00 Q-PARK AS (CALE) Kurs: 1.0000";29.00;;
"2013-06-10";"2013-06-10";"17017848496";"Varekjøp";"08.06 Matkroken Grens en Oslo";51.92;;
"2013-06-10";"2013-06-10";"17017908395";"Varekjøp";"10.06 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-06-10";"2013-06-10";"17017020887";"Varekjøp";"07.06 MENY CC VEST LILLEAKERVN  OSLO";251.60;;
"2013-06-10";"2013-06-10";"17017185172";"Varekjøp";"07.06 UNITED BAKERIES LILLEAKERVN. OSLO";50.00;;
"2013-06-10";"2013-06-10";"17017767757";"Varekjøp";"08.06 7 - ELEVEN 7043 ULLERN ALLE  OSLO";60.20;;
"2013-06-10";"2013-06-08";"91360026";"Overføring";"TIL KREDITTKORTKONTO";1240.00;;
"2013-06-10";"2013-06-10";"17017797084";"Varekjøp";"09.06 STRAND BUTIKK STRANDALLEN  STABEKK";34.00;;
"2013-06-10";"2013-06-10";"17017407836";"Varekjøp";"08.06 STOCKFLETHS KARL JOHANSG OSLO";111.00;;
"2013-06-10";"2013-06-10";"17017936727";"Varekjøp/Uttak";"07.06 MENY CC VEST LILLEAKERVN  OSLO";100.90;;
"2013-06-10";"2013-06-10";"17017584801";"Varekjøp";"09.06 STATOIL SKØYEN  DRAMMENSVEIE OSLO";80.00;;
"2013-06-10";"2013-06-10";"17017064113";"Varekjøp";"07.06 UNITED BAKERIES LILLEAKERVN. OSLO";116.00;;
"2013-06-10";"2013-06-10";"17017746891";"Varekjøp";"09.06 43 PLANTASJEN VITAMINVN. 1 OSLO";368.90;;
"2013-06-10";"2013-06-10";"17017480633";"Varekjøp";"09.06 STATOIL SKØYEN  DRAMMENSVEIE OSLO";20.00;;
"2013-06-10";"2013-06-10";"17017095077";"Varekjøp";"07.06 FETTER KLOVN LILLEAKERVN. OSLO";239.00;;
"2013-06-10";"2013-06-10";"17017415713";"Varekjøp";"09.06 STATOIL SKØYEN  DRAMMENSVEIE OSLO";299.00;;
"2013-06-10";"2013-06-10";"17017476084";"Varekjøp";"09.06 Shell Frogner F redrik SOslo";825.33;;
"2013-06-10";"2013-06-10";"17017145287";"Varekjøp";"08.06 PATIO PILESTREDET  OSLO";511.00;;
"2013-06-07";"2013-06-07";"17017328357";"Varekjøp";"07.06 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-06-07";"2013-06-07";"17017887565";"Varekjøp";"06.06 AMUNDSEN BRYGGE STORTINGSGT  OSLO";500.00;;
"2013-06-07";"2013-06-07";"17017009435";"Varekjøp";"06.06 RUTER AS 4 AUTO DRONNINGENSG OSLO";200.00;;
"2013-06-07";"2013-06-07";"50797410056";"Overførsel";"EUROPARK AS";;1240.00;
"2013-06-06";"2013-06-06";"17017489152";"Varekjøp";"06.06 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-06-06";"2013-06-06";"50001685147";"Visa";"*9469 02.06 NOK 110.00 Q-PARK AS (SKIDATA) Kurs: 1.0000";110.00;;
"2013-06-06";"2013-06-06";"17017788004";"Varekjøp";"05.06 BYGDØY SUSHI BYGDØY ALLE  OSLO";429.00;;
"2013-06-06";"2013-06-06";"17017981230";"Varekjøp";"05.06 MENY CC VEST LILLEAKERVN  OSLO";484.60;;
"2013-06-06";"2013-06-06";"50001685147";"Visa";"*9469 01.06 NOK 40.00 RADISSON BLU PA Kurs: 1.0000";40.00;;
"2013-06-06";"2013-06-06";"50001685147";"Visa";"*9469 03.06 USD 1.01 Amazon Web Services Kurs: 5.9901";6.05;;
"2013-06-06";"2013-06-06";"17017533923";"Varekjøp";"05.06 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";70.00;;
"2013-06-05";"2013-06-05";"17017397385";"Varekjøp";"05.06 SHELL 7-ELEVEN  ULLERNCHAUSS OSLO";58.00;;
"2013-06-05";"2013-06-05";"17017462573";"Varekjøp";"05.06 HUDSUND BAD SNARØYVN 81  SNARØYA";112.00;;
"2013-06-05";"2013-06-05";"17017560460";"Varekjøp";"05.06 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-06-05";"2013-06-05";"17017906633";"Varekjøp";"05.06 SHELL 7-ELEVEN  ULLERNCHAUSS OSLO";14.00;;
"2013-06-04";"2013-06-04";"17017340362";"Varekjøp";"04.06 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-06-03";"2013-06-03";"17017178678";"Varekjøp";"01.06 QUALITY HOTEL SNARØYVN. 20 FORNEBU";44.00;;
"2013-06-03";"2013-06-03";"17017071250";"Varekjøp";"02.06 WAYNES COFFEE LILLESTRANDE OSLO";77.00;;
"2013-06-03";"2013-06-03";"17017844268";"Varekjøp";"01.06 MENY CC VEST LILLEAKERVN  OSLO";406.50;;
"2013-06-03";"2013-06-03";"17017600332";"Varekjøp";"03.06 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-06-03";"2013-06-03";"17017891980";"Varekjøp";"02.06 SOLSIDEN RESTAU AKERSHUSSTRA OSLO";1300.00;;
"2013-06-03";"2013-06-03";"17017828008";"Varekjøp";"31.05 NARVESEN 855 STORTORVET 8 OSLO";40.00;;
"2013-06-03";"2013-06-03";"17017704147";"Varekjøp";"02.06 JOKER TJUVHOLME OLAV SELVAAG OSLO";8.90;;
"2013-06-03";"2013-06-03";"17017244359";"Varekjøp";"01.06 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";147.00;;
"2013-05-31";"2013-06-01";"90010000";"Kreditrente";"KREDITRENTER";;4.92;
"2013-05-31";"2013-05-31";"17017689161";"Varekjøp";"31.05 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-05-31";"2013-05-31";"91521844";"Overføring";"OVERFØRING MELLOM EGNE KONTI";2950.00;;
"2013-05-31";"2013-05-31";"50001685147";"Visa";"*9469 28.05 NOK 99.00 SPOTIFY SPOTIFY PREMIU Kurs: 1.0000";99.00;;
"2013-05-30";"2013-05-30";"17017117661";"Varekjøp";"30.05 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-05-30";"2013-05-30";"17017047341";"Varekjøp";"29.05 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";29.00;;
"2013-05-30";"2013-05-30";"17017983346";"Varekjøp";"29.05 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";98.00;;
"2013-05-29";"2013-05-29";"17017860888";"Varekjøp";"29.05 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-05-29";"2013-05-29";"17017403761";"Varekjøp";"28.05 Matkroken Bestu m Oslo";100.00;;
"2013-05-28";"2013-05-28";"17017267957";"Varekjøp";"28.05 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-05-28";"2013-05-28";"17017185339";"Varekjøp";"27.05 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";651.45;;
"2013-05-27";"2013-05-27";"17017586156";"Varekjøp";"24.05 BYGDØY SUSHI BYGDØY ALLE  OSLO";360.00;;
"2013-05-27";"2013-05-25";"50700101387";"Minibank";"25.05 ATM CC VEST ØVRE DNB BANK ASA      1387";200.00;;
"2013-05-27";"2013-05-27";"17017704420";"Varekjøp";"25.05 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";142.00;;
"2013-05-27";"2013-05-27";"17017190484";"Varekjøp";"25.05 MENY CC VEST LILLEAKERVN  OSLO";598.50;;
"2013-05-27";"2013-05-27";"17017892523";"Varekjøp";"25.05 SMALHANS AS WALDEMAR THR OSLO";335.00;;
"2013-05-27";"2013-05-27";"17017722825";"Varekjøp";"26.05 STRAND RESTAURA STRANDALLEEN STABEKK";534.00;;
"2013-05-27";"2013-05-27";"17017910539";"Varekjøp";"27.05 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-05-27";"2013-05-27";"17017325099";"Varekjøp";"26.05 STRAND BUTIKK STRANDALLEN  STABEKK";174.00;;
"2013-05-24";"2013-05-24";"17017944917";"Varekjøp";"24.05 CISCO CATERING  PHILIP PERDE LYSAKER";20.00;;
"2013-05-24";"2013-05-24";"91520659";"Overføring";"OVERFØRING MELLOM EGNE KONTI";11000.00;;
"2013-05-24";"2013-05-24";"50975004470";"Lønn";"Lonn fra CISCO SYSTEMS NORWAY AS";;37389.94;
"2013-05-24";"2013-05-24";"17017751609";"Varekjøp";"24.05 CISCO CATERING  PHILIP PERDE LYSAKER";65.00;;
"2013-05-24";"2013-05-23";"91520463";"Overføring";"OVERFØRING MELLOM EGNE KONTI";5900.00;;
"2013-05-24";"2013-05-24";"91520664";"Overføring";"OVERFØRING MELLOM EGNE KONTI";10700.00;;
"2013-05-23";"2013-05-24";"50001685147";"Visa";"*9469 20.05 NOK 75.00 AIR SHUTTLE - NOK Kurs: 1.0000";75.00;;
"2013-05-23";"2013-05-23";"50830100563";"Overførsel";"CHARLES SCHWAB GLOBAL SERVICE";;5984.49;
"2013-05-22";"2013-05-22";"17017464330";"Varekjøp";"21.05 MENY CC VEST LILLEAKERVN  OSLO";257.60;;
"2013-05-22";"2013-05-22";"50001685147";"Visa";"*9469 17.05 EUR 77.56 SHELL CARBURANTI LUPI Kurs: 7.6737";595.17;;
"2013-05-22";"2013-05-22";"50001685147";"Visa";"*9469 19.05 EUR 1.60 AUTOST DIREZ. USCITA/MILA Kurs: 7.6688";12.27;;
"2013-05-22";"2013-05-22";"50001685147";"Visa";"*9469 19.05 EUR 2.10 AUTOST DIREZ.ENTRATA/COMO Kurs: 7.6667";16.10;;
"2013-05-22";"2013-05-22";"50001685147";"Visa";"*9469 17.05 EUR 21.20 AUTOST FI IMPRUNETA/MILAN Kurs: 7.6736";162.68;;
"2013-05-22";"2013-05-22";"50001685147";"Visa";"*9469 19.05 EUR 1.60 AUTOST DIREZ.ENTRATA/MILA Kurs: 7.6688";12.27;;
"2013-05-22";"2013-05-22";"50001685147";"Visa";"*9469 17.05 EUR 2.80 AUTOST DIREZ.ENTRATA/TERR Kurs: 7.6750";21.49;;
"2013-05-22";"2013-05-22";"50001685147";"Visa";"*9469 16.05 EUR 19.51 INCOOP Kurs: 7.6879";149.99;;
"2013-05-22";"2013-05-22";"50001685147";"Visa";"*9469 19.05 EUR 10.00 SECUREBAG MALPENSA 1 Kurs: 7.6740";76.74;;
"2013-05-22";"2013-05-22";"50001685147";"Visa";"*9469 17.05 EUR 2.10 AUTOST DIREZ. USCITA/COMO Kurs: 7.6762";16.12;;
"2013-05-21";"2013-05-21";"50968009152";"Giro";"Nettgiro fra: Hildegunn Mjelde Betalt: 20.05.13";;7500.00;
"2013-05-21";"2013-05-21";"91522381";"Overføring";"OVERFØRING MELLOM EGNE KONTI";2500.00;;
"2013-05-21";"2013-05-21";"91522404";"Overføring";"OVERFØRING MELLOM EGNE KONTI";5000.00;;
"2013-05-21";"2013-05-21";"93609290";"Giro m/melding";"TIL: Hildegunn Mjelde                   BETNR:       478";2500.00;;
"2013-05-21";"2013-05-21";"17017481893";"Varekjøp";"20.05 366 MARKED DAMP DAMPLASSEN OSLO";177.30;;
"2013-05-21";"2013-05-15";"50001685147";"Visa";"*9469 15.05 EUR 140.00 CASH CR FIRENZE2341-VOLTE Kurs: 7.6836";1075.71;;
"2013-05-21";"2013-05-21";"17017639151";"Varekjøp";"21.05 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-05-21";"2013-05-21";"17017232064";"Varekjøp";"20.05 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";154.00;;
"2013-05-21";"2013-05-20";"91529132";"Overføring";"OVERFØRING MELLOM EGNE KONTI";;2500.00;
"2013-05-21";"2013-05-21";"50001685147";"Visa";"*9469 14.05 EUR 9.97 COOP.MERCATALE Kurs: 7.6841";76.61;;
"2013-05-16";"2013-05-16";"50001685147";"Visa";"*9469 13.05 EUR 76.96 SHELL STAZ EUROCHIANTI Kurs: 7.6861";591.52;;
"2013-05-16";"2013-05-16";"50001685147";"Visa";"*9469 14.05 NOK 30.00 EUROPARK ONLINE Kurs: 1.0000";30.00;;
"2013-05-16";"2013-05-16";"50001685147";"Visa";"*9469 13.05 EUR 115.00 OSTERIA ALLA PIAZZA Kurs: 7.6861";883.90;;
"2013-05-16";"2013-05-16";"50001685147";"Visa";"*9469 14.05 NOK 10.00 EUROPARK ONLINE Kurs: 1.0000";10.00;;
"2013-05-15";"2013-05-15";"50001685147";"Visa";"*9469 13.05 EUR 12.00 IL FONDACCIO          057 Kurs: 7.6833";92.20;;
"2013-05-15";"2013-05-15";"50001685147";"Visa";"*9469 11.05 EUR 41.33 INCOOP Kurs: 7.6826";317.52;;
"2013-05-15";"2013-05-15";"50001685147";"Visa";"*9469 11.05 EUR 110.10 MARTINUCCI FEDERICO Kurs: 7.6827";845.86;;
"2013-05-15";"2013-05-15";"50001685147";"Visa";"*9469 13.05 EUR 2.85 INCOOP Kurs: 7.6842";21.90;;
"2013-05-14";"2013-05-14";"50001685147";"Visa";"*9469 10.05 EUR 5.30 AGIP FERRUA Kurs: 7.7038";40.83;;
"2013-05-14";"2013-05-14";"50001685147";"Visa";"*9469 10.05 EUR 21.20 AUTOST MILANO SUD/FI IMPR Kurs: 7.7043";163.33;;
"2013-05-14";"2013-05-14";"50001685147";"Visa";"*9469 10.05 EUR 2.30 AGIP STAZ SERV FERRUA Kurs: 7.7044";17.72;;
"2013-05-14";"2013-05-14";"50001685147";"Visa";"*9469 10.05 NOK 180.00 AIR SHUTTLE - NOK Kurs: 1.0000";180.00;;
"2013-05-14";"2013-05-14";"50001685147";"Visa";"*9469 08.05 NOK 30.00 Q-PARK AS (CALE) Kurs: 1.0000";30.00;;
"2013-05-10";"2013-05-10";"17017571914";"Varekjøp";"08.05 KIWI 410 LILLEA LILLEAKERVN. OSLO";213.97;;
"2013-05-10";"2013-05-10";"17017154036";"Varekjøp";"10.05 7102 DUTY FREE  HOVEDPORTEN  GARDERMOEN";84.00;;
"2013-05-10";"2013-05-10";"17017701727";"Varekjøp";"08.05 MENY CC VEST LILLEAKERVN  OSLO";46.20;;
"2013-05-10";"2013-05-10";"17017576881";"Varekjøp";"09.05 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";97.00;;
"2013-05-10";"2013-05-10";"17017205171";"Varekjøp";"09.05 366 MARKED DAMP DAMPLASSEN OSLO";131.50;;
"2013-05-10";"2013-05-10";"17017229386";"Varekjøp";"09.05 366 MARKED DAMP DAMPLASSEN OSLO";67.30;;
"2013-05-10";"2013-05-10";"17017510150";"Varekjøp";"08.05 FETTER KLOVN LILLEAKERVN. OSLO";69.00;;
"2013-05-08";"2013-05-08";"17017311466";"Varekjøp";"07.05 ZEBITZ BAKERI LILLEAKERVN  OSLO";20.00;;
"2013-05-08";"2013-05-08";"17017423843";"Varekjøp";"08.05 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";69.00;;
"2013-05-08";"2013-05-08";"17017242610";"Varekjøp";"07.05 MENY CC VEST LILLEAKERVN  OSLO";102.80;;
"2013-05-08";"2013-05-08";"17017411865";"Varekjøp";"07.05 SCIROCCO HAIRDR LILLEAKERVN. OSLO";300.00;;
"2013-05-08";"2013-05-08";"17017353904";"Varekjøp";"08.05 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-05-08";"2013-05-08";"17017040774";"Varekjøp";"07.05 UNITED BAKERIES LILLEAKERVN. OSLO";92.00;;
"2013-05-08";"2013-05-08";"17017020835";"Varekjøp";"08.05 SAXEN SKØYEN HOVFARET 17  OSLO";290.00;;
"2013-05-07";"2013-05-07";"17017322152";"Varekjøp";"06.05 MENY CC VEST LILLEAKERVN  OSLO";352.23;;
"2013-05-07";"2013-05-07";"17017278192";"Varekjøp";"07.05 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-05-07";"2013-05-07";"50001685147";"Visa";"*9469 03.05 USD 2.30 Amazon Web Services Kurs: 5.9304";13.64;;
"2013-05-06";"2013-05-06";"17017857800";"Varekjøp";"04.05 SMOOTHIE XCHANG KARENLYST AL OSLO";68.00;;
"2013-05-06";"2013-05-06";"17017828529";"Varekjøp";"04.05 XXL INFORAMA SANDVIKSVN SANDVIKA";547.00;;
"2013-05-06";"2013-05-06";"17017599584";"Varekjøp";"03.05 FAMENCO PIZZA J JARVEIEN 1 JAR";199.00;;
"2013-05-06";"2013-05-06";"17017327867";"Varekjøp";"04.05 SHELL 7-ELEVEN  DRAMMENSVN 4 HØVIK";849.02;;
"2013-05-06";"2013-05-06";"17017650477";"Varekjøp";"04.05 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";167.00;;
"2013-05-06";"2013-05-06";"17017225491";"Varekjøp";"04.05 EGON SANDVIKA KINOVN.11 SANDVIKA";58.00;;
"2013-05-06";"2013-05-06";"17017334479";"Varekjøp";"05.05 STOCKFLETHS KARL JOHANSG OSLO";64.00;;
"2013-05-06";"2013-05-06";"17017964574";"Varekjøp";"04.05 EGON SANDVIKA KINOVN.11 SANDVIKA";42.00;;
"2013-05-06";"2013-05-06";"17017349617";"Varekjøp";"06.05 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-05-06";"2013-05-06";"17017704185";"Varekjøp";"04.05 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";213.00;;
"2013-05-06";"2013-05-06";"17017796122";"Varekjøp";"05.05 GROSCH NEDRE SLOTTS OSLO";433.00;;
"2013-05-03";"2013-05-03";"17017531771";"Varekjøp";"02.05 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";275.92;;
"2013-05-03";"2013-05-03";"17017248829";"Varekjøp";"03.05 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-05-03";"2013-05-03";"50001685147";"Visa";"*9469 30.04 NOK 30.00 EUROPARK ONLINE Kurs: 1.0000";30.00;;
"2013-05-03";"2013-05-03";"50001685147";"Visa";"*9469 30.04 NOK 15.00 EUROPARK ONLINE Kurs: 1.0000";15.00;;
"2013-05-02";"2013-05-02";"17017385384";"Varekjøp";"01.05 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";88.00;;
"2013-05-02";"2013-05-02";"17017316459";"Varekjøp";"30.04 Rimi Lysehagan   Oslo";121.50;;
"2013-05-02";"2013-05-02";"17017614580";"Varekjøp";"01.05 SMALHANS AS WALDEMAR THR OSLO";355.00;;
"2013-05-02";"2013-05-02";"17017755070";"Varekjøp";"02.05 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-05-02";"2013-05-02";"93600136";"Giro m/KID";"TIL: AMERICAN EXPRESS CARD SERVICES     BETNR:       477";800.00;;
"2013-05-02";"2013-05-02";"17017661021";"Varekjøp";"02.05 G-SPORT CC VEST LILLEAKERVN. OSLO";636.00;;
"2013-05-02";"2013-05-02";"17017859400";"Varekjøp";"02.05 MENY CC VEST LILLEAKERVN  OSLO";63.30;;
"2013-04-30";"2013-04-30";"50001685147";"Visa";"*9469 28.04 NOK 99.00 SPOTIFY PREMIUM X 1 Kurs: 1.0000";99.00;;
"2013-04-30";"2013-04-30";"17017581604";"Varekjøp";"29.04 MENY CC VEST LILLEAKERVN  OSLO";596.53;;
"2013-04-30";"2013-04-30";"17017657650";"Varekjøp";"30.04 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-04-30";"2013-05-01";"90010000";"Kreditrente";"KREDITRENTER";;4.56;
"2013-04-29";"2013-04-29";"17017580177";"Varekjøp";"26.04 NARVESEN 458 STORSENTER SANDVIKA";40.00;;
"2013-04-29";"2013-04-29";"17017619802";"Varekjøp";"29.04 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-04-29";"2013-04-29";"17017988766";"Varekjøp";"28.04 STRAND BUTIKK STRANDALLEN  STABEKK";247.00;;
"2013-04-29";"2013-04-29";"17017367704";"Varekjøp";"26.04 FAMENCO PIZZA J JARVEIEN 1 JAR";199.00;;
"2013-04-29";"2013-04-29";"50975002337";"Overførsel";"Fra: CISCO SYSTEMS NORWAY AS Betalt: 29.04.13";;800.00;
"2013-04-29";"2013-04-29";"17017545739";"Varekjøp";"28.04 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";88.00;;
"2013-04-29";"2013-04-29";"17017824438";"Varekjøp";"28.04 STATOIL SKØYEN  DRAMMENSVEIE OSLO";299.00;;
"2013-04-29";"2013-04-29";"17017491860";"Varekjøp";"26.04 NARVESEN 458 STORSENTER SANDVIKA";45.00;;
"2013-04-29";"2013-04-29";"17017880928";"Varekjøp";"26.04 BURGER KING SANDVIKSVN.  SANDVIKA";17.00;;
"2013-04-29";"2013-04-29";"17017772541";"Varekjøp";"27.04 SMALHANS AS WALDEMAR THR OSLO";480.00;;
"2013-04-29";"2013-04-29";"17017582582";"Varekjøp";"27.04 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";167.10;;
"2013-04-29";"2013-04-29";"17017646001";"Varekjøp";"28.04 BUTIKK BASTAS GRENSEN 19 OSLO";25.00;;
"2013-04-29";"2013-04-29";"17017616743";"Varekjøp";"29.04 ASKER OG BÆRUM  KJØRBOVN. 33 SANDVIKA";270.00;;
"2013-04-26";"2013-04-26";"17017686022";"Varekjøp";"25.04 MENY CC VEST LILLEAKERVN  OSLO";452.53;;
"2013-04-26";"2013-04-26";"17017103259";"Varekjøp";"26.04 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-04-25";"2013-04-25";"91523592";"Overføring";"OVERFØRING MELLOM EGNE KONTI";10000.00;;
"2013-04-25";"2013-04-25";"91524221";"Overføring";"OVERFØRING MELLOM EGNE KONTI";5243.00;;
"2013-04-25";"2013-04-25";"91523347";"Overføring";"OVERFØRING MELLOM EGNE KONTI";10700.00;;
"2013-04-25";"2013-04-25";"50968059152";"Giro";"Nettgiro fra: Hildegunn Mjelde Betalt: 25.04.13";;5243.00;
"2013-04-25";"2013-04-25";"50975004413";"Lønn";"Lonn fra CISCO SYSTEMS NORWAY AS";;36388.63;
"2013-04-24";"2013-04-24";"17017121172";"Varekjøp";"23.04 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";97.00;;
"2013-04-23";"2013-04-23";"17017518672";"Varekjøp";"23.04 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-04-23";"2013-04-23";"50001685147";"Visa";"*9469 19.04 SEK 105.00 SKANETRAFIKEN 41170 Kurs: 0.9081";95.35;;
"2013-04-23";"2013-04-23";"17017427238";"Varekjøp";"22.04 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";77.00;;
"2013-04-23";"2013-04-23";"50001685147";"Visa";"*9469 20.04 DKK 50.00 AIR SHUTTLE - DKK Kurs: 1.0382";51.91;;
"2013-04-23";"2013-04-23";"17017858727";"Varekjøp";"22.04 MAXBO VÆKERØ DRAMMENSVN.  OSLO";123.86;;
"2013-04-23";"2013-04-23";"50001685147";"Visa";"*9469 19.04 DKK 40.00 AIR SHUTTLE - DKK Kurs: 1.0380";41.52;;
"2013-04-23";"2013-04-23";"50001685147";"Visa";"*9469 19.04 DKK 46.00 FOODMARKET T230 Kurs: 1.0383";47.76;;
"2013-04-22";"2013-04-22";"50001685147";"Visa";"*9469 18.04 DKK 86.00 DSB KASTRUP AUT Kurs: 1.0355";89.05;;
"2013-04-22";"2013-04-22";"17017227062";"Varekjøp";"20.04 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";203.00;;
"2013-04-22";"2013-04-22";"17017428085";"Varekjøp";"20.04 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";28.00;;
"2013-04-22";"2013-04-22";"17017504480";"Varekjøp";"19.04 FLYTOGET1001005 OSL 370712";170.00;;
"2013-04-22";"2013-04-22";"17017560560";"Varekjøp";"22.04 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-04-22";"2013-04-22";"17017493930";"Varekjøp";"19.04 7103 DUTY FREE  HOVEDPORTEN  GARDERMOEN";227.00;;
"2013-04-22";"2013-04-22";"17017780059";"Varekjøp";"20.04 DANA BAKERI NILS HENRIK  OSLO";50.00;;
"2013-04-19";"2013-04-19";"17017588448";"Varekjøp";"18.04 MENY CC VEST LILLEAKERVN  OSLO";301.80;;
"2013-04-18";"2013-04-18";"17017254701";"Varekjøp";"17.04 FETTER KLOVN LILLEAKERVN. OSLO";179.00;;
"2013-04-18";"2013-04-18";"17017151481";"Varekjøp";"17.04 MENY CC VEST LILLEAKERVN  OSLO";817.76;;
"2013-04-17";"2013-04-17";"17017248779";"Varekjøp";"17.04 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-04-16";"2013-04-16";"17017819058";"Varekjøp";"16.04 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-04-16";"2013-04-16";"17017098064";"Varekjøp";"15.04 MENY CC VEST LILLEAKERVN  OSLO";775.03;;
"2013-04-15";"2013-04-15";"17017694485";"Varekjøp";"13.04 TYRI-HANS KVITF SNARØYVN 104 SNARØYA";38.00;;
"2013-04-15";"2013-04-15";"17017483273";"Varekjøp";"14.04 TYRI-HANS KVITF SNARØYVN 104 SNARØYA";350.00;;
"2013-04-15";"2013-04-15";"17017192116";"Varekjøp";"14.04 STATOIL STRANDT STRANDPROMEN LILLEHAMMER";52.00;;
"2013-04-15";"2013-04-15";"17017321902";"Varekjøp";"12.04 COOP PRIX . FÅVANG";130.90;;
"2013-04-15";"2013-04-15";"50001685147";"Visa";"*9469 10.04 NOK 753.00 NORWEGIAN A 3287108486663 Kurs: 1.0000";753.00;;
"2013-04-15";"2013-04-15";"17017712104";"Varekjøp";"15.04 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-04-15";"2013-04-15";"17017642693";"Varekjøp";"13.04 TYRI-HANS KVITF SNARØYVN 104 SNARØYA";20.00;;
"2013-04-15";"2013-04-15";"17017106615";"Varekjøp";"13.04 TYRI-HANS KVITF SNARØYVN 104 SNARØYA";250.00;;
"2013-04-15";"2013-04-15";"17017739156";"Varekjøp";"14.04 TYRI-HANS KVITF SNARØYVN 104 SNARØYA";128.00;;
"2013-04-15";"2013-04-15";"17017149343";"Varekjøp";"14.04 STATOIL STRANDT STRANDPROMEN LILLEHAMMER";857.34;;
